host_star_name,exoplanet_name,disc_year,orbital_period,earth_mass,earth_radii,den_gcm3,dist_parsec,solar_mass,solar_rad
HATS-11,HATS-11 b,2016,3.619188,263.7989,18.03,0.315,967.34,1.33,1.54
HATS-12,HATS-12 b,2016,3.142702,759.6137,7.76,1.12,512.41,1.16,1.17
HATS-13,HATS-13 b,2015,3.0440499,172.58169,13.585,0.377,476,0.96,0.89
HATS-14,HATS-14 b,2015,2.7667641,340.39593,11.646,1.191,513,0.97,0.93
HATS-15,HATS-15 b,2016,1.74748753,689.6911,12.386,1.97,689,0.87,0.92
HATS-16,HATS-16 b,2016,2.686502,1039.3041,14.572,1.86,774,0.97,1.24
HATS-17,HATS-17 b,2016,16.254611,425.25654,8.709,3.5,339,1.13,1.09
HATS-18,HATS-18 b,2016,0.83784,629.14449,14.897,1.1169,645,1.04,1.02
HATS-2,HATS-2 b,2013,1.354133,427.463,13.092,1.05,360,0.88,0.9
HATS-22,HATS-22 b,2017,4.7228124,870.8542,10.682,3.89,207.9,0.76,0.69
HATS-23,HATS-23 b,2017,2.1605156,467.2101,20.849,0.29,747,1.12,1.2
HATS-24,HATS-24 b,2017,1.3484978,718.2958,15.637,1.03,510,1.07,1.12
HATS-25,HATS-25 b,2016,4.2986432,194.82979,14.123,0.38,466,0.99,1.11
HATS-26,HATS-26 b,2016,3.3023881,206.5895,19.616,0.153,907,1.3,2.04
HATS-27,HATS-27 b,2016,4.637038,168.4499,16.814,0.18,840,1.42,1.74
HATS-28,HATS-28 b,2016,3.1810781,213.58176,13.384,0.48,521,0.93,0.92
HATS-29,HATS-29 b,2016,4.6058749,207.54299,14.022,0.411,351,1.03,1.07
HATS-3,HATS-3 b,2013,3.547851,340.382,15.48,0.51,453,1.21,1.4
HATS-30,HATS-30 b,2016,3.1743516,224.38798,13.171,0.543,339,1.09,1.06
HATS-31,HATS-31 b,2016,3.37796,279.6904,18.383,0.243,872,1.27,1.87
HATS-32,HATS-32 b,2016,2.8126548,292.4036,14,0.58,839,1.1,1.1
HATS-33,HATS-33 b,2016,2.5495551,378.85336,13.787,0.79,255,1.06,1.02
HATS-34,HATS-34 b,2016,2.1061607,299.07803,16.029,0.4,532,0.95,0.98
HATS-35,HATS-35 b,2016,1.8209993,388.38826,16.41,0.484,557,1.32,1.43
HATS-36,HATS-36 b,2018,4.175186,1022.14128,12.92,2.12,878.65,1.1,1.1
HATS-39,HATS-39 b,2018,4.5776348,200.2329,17.598,0.202,773,1.38,1.62
HATS-4,HATS-4 b,2014,2.516729,420.471,11.433,1.55,420,1,0.93
HATS-40,HATS-40 b,2018,3.2642736,505.3497,17.71,0.49,1431,1.56,2.26
HATS-41,HATS-41 b,2018,4.193649,3082.951,14.908,5.1,800,1.5,1.71
HATS-42,HATS-42 b,2018,2.292102,597.5204,15.693,0.83,942,1.27,1.48
HATS-43,HATS-43 b,2018,4.3888497,82.95363,13.227,0.191,341,0.84,0.81
HATS-44,HATS-44 b,2018,2.7439004,177.9848,11.96,0.56,463,0.86,0.85
HATS-45,HATS-45 b,2018,4.1876244,222.481,14.415,0.41,818,1.27,1.31
HATS-46,HATS-46 b,2018,4.7423729,54.98459,10.122,0.28,448,0.92,0.85
HATS-5,HATS-5 b,2014,4.763387,75.323,10.223,0.39,257,0.94,0.87
HATS-50,HATS-50 b,2017,3.8297015,123.9537,12.666,0.33,717,1.17,1.12
HATS-51,HATS-51 b,2017,3.3488702,244.09344,15.805,0.34,478,1.19,1.44
HATS-52,HATS-52 b,2017,1.36665436,711.9392,15.491,1.06,631,1.11,1.05
HATS-53,HATS-53 b,2017,3.8537768,189.10885,15.02,0.303,613,0.96,1.1
HATS-54,HATS-54 b,2019,2.5441828,241.5508,11.96,0.77,769,1.1,1.32
HATS-55,HATS-55 b,2019,4.2042001,292.72143,14.022,0.587,623.6,1.2,1.13
HATS-56,HATS-56 b,2019,4.324799,191.33366,18.921,0.155,577.1,1.57,2.2
HATS-57,HATS-57 b,2019,2.350621,1000.21101,12.767,2.65,280,1.03,0.96
HATS-58 A,HATS-58 A b,2019,4.2180896,327.3649,12.274,0.96,492,1.46,1.43
HATS-59,HATS-59 b,2018,5.416081,256.17098,12.621,0.7,654.88,1.04,1.04
HATS-59,HATS-59 c,2018,1422,4036.441,12.3,11.9,654.88,1.04,1.04
HATS-6,HATS-6 b,2015,3.3252725,101.38777,11.187,0.399,148.4,0.57,0.57
HATS-60,HATS-60 b,2018,3.560829,210.40346,12.924,0.537,494.3,1.1,1.46
HATS-61,HATS-61 b,2018,7.817953,1080.622,13.395,2.47,694,1.08,1.66
HATS-62,HATS-62 b,2018,3.2768837,56.89157,11.825,0.076,516.8,0.9,0.93
HATS-63,HATS-63 b,2018,3.0566527,305.1168,13.529,0.67,634.8,0.93,1.07
HATS-64,HATS-64 b,2018,4.908897,305.1168,18.82,0.245,1083,1.56,2.11
HATS-65,HATS-65 b,2018,3.105161,260.93843,16.825,0.3,495,1.26,1.31
HATS-66,HATS-66 b,2018,3.1414391,1694.0339,15.816,2.34,1538,1.41,1.84
HATS-67,HATS-67 b,2018,1.6091788,460.8535,18.887,0.374,982,1.44,1.44
HATS-68,HATS-68 b,2018,3.5862202,410.0007,13.809,0.856,618.2,1.35,1.75
HATS-69,HATS-69 b,2018,2.2252577,183.38791,10.593,0.46,420.3,0.89,0.88
HATS-7,HATS-7 b,2015,3.185315,38.1396,6.311,0.83,257,0.85,0.81
HATS-70,HATS-70 b,2019,1.8882378,4100.007,15.513,6.64,1307,1.78,1.88
HATS-8,HATS-8 b,2015,3.583893,43.86054,9.785,0.259,829,1.06,1.09
HATS-9,HATS-9 b,2015,1.915291,266.02371,13.85,0.626,654.36,1.1,1.56
HD 100546,HD 100546 b,2014,,239000,77.342,2.84,110.02,2.4,
HD 100655,HD 100655 b,2011,157.57001,511.7063,13.5,1.14,137.72,2.28,10.06
HD 100777,HD 100777 b,2007,383.70001,327.3649,13.8,0.684,49.6,0.83,1.04
HD 10180,HD 10180 c,2010,5.75969,13.22173,3.7,1.43,39,1.06,1.11
HD 10180,HD 10180 d,2010,16.357,12.01397,3.49,1.55,39,1.06,1.11
HD 10180,HD 10180 e,2010,49.748,25.58532,5.46,0.864,39,1.06,1.11
HD 10180,HD 10180 f,2010,122.744,22.94733,5.12,0.939,39,1.06,1.11
HD 10180,HD 10180 g,2010,604.67,23.26516,5.16,0.931,39,1.06,1.11
HD 10180,HD 10180 h,2010,2205,65.66368,9.5,0.421,39,1.06,1.11
HD 101930,HD 101930 b,2005,70.46,79.4575,10.6,0.367,30.05,0.57,0.86
HD 102117,HD 102117 b,2005,20.8133,54.0311,8.47,0.489,39.62,1.06,1.23
HD 102195,HD 102195 b,2006,4.11377,130.3103,14.2,0.25,29.36,0.76,0.82
HD 102272,HD 102272 b,2008,127.58,1570.0802,12.9,4.02,350.01,1.45,10.3
HD 102329,HD 102329 b,2011,778.09998,2593.4928,12.6,7.12,218.42,3.21,9.82
HD 102329,HD 102329 c,2018,1123,483.1016,13.5,1.08,218.42,3.21,9.82
HD 102365,HD 102365 b,2010,122.1,16,4.14,1.24,9.29,0.85,0.9
HD 102843,HD 102843 b,2019,3090.942,113.9,13.1,0.278,62.87,0.95,0.96
HD 102956,HD 102956 b,2010,6.4947,305.1168,13.8,0.638,122.32,1.66,4.55
HD 103197,HD 103197 b,2009,47.84,28.6047,5.83,0.793,57.24,0.8,0.88
HD 103720,HD 103720 b,2014,4.5557,197.046,14.1,0.386,41.6,0.79,0.73
HD 103774,HD 103774 b,2013,5.8881,116,13.3,0.271,56.5,1.33,1.58
HD 103949,HD 103949 b,2019,120.878,11.2,3.35,1.64,26.52,0.77,0.75
HD 104067,HD 104067 b,2009,55.806,50.8528,8.18,0.511,20.38,0.62,0.74
HD 10442,HD 10442 b,2014,1032.3,472.61321,13.6,1.03,135.89,1.01,1.97
HD 104985,HD 104985 b,2003,199.505,2637.9,12.6,7.25,100.86,2.3,11
HD 106252,HD 106252 b,2002,1531,2202.5619,12.7,5.91,38.23,1.01,1.1
HD 106270,HD 106270 b,2011,1888,3219.6179,12.5,9.06,94.06,1.39,2.66
HD 106315,HD 106315 b,2017,9.55237,12.6,2.44,4.7,109,1.09,1.3
HD 106315,HD 106315 c,2017,21.05704,15.2,4.35,1.01,109,1.09,1.3
HD 10647,HD 10647 b,2006,989.2,298.75,13.8,0.625,17.34,1.11,1.1
HD 106515 A,HD 106515 A b,2012,3630,3054.22,12.5,8.59,34.12,0.97,1.62
HD 106906,HD 106906 b,2013,,3496,12.4,10.1,103.33,1.5,2.03
HD 10697,HD 10697 b,1999,1075.69,2028.70889,12.7,5.44,33.15,1.13,1.79
HD 107148,HD 107148 b,2005,48.056,66.741,9.6,0.415,49.49,1.12,1.15
HD 108147,HD 108147 b,2002,10.8985,82.95,10.9,0.352,38.96,1.27,1.23
HD 108341,HD 108341 b,2014,1129,1112.4,13.1,2.72,49.4,0.84,0.79
HD 108863,HD 108863 b,2011,437.7,767.24162,13.3,1.79,165.52,1.59,5.74
HD 108874,HD 108874 b,2002,394.48123,451.3186,13.6,0.986,59.62,1.1,1.05
HD 108874,HD 108874 c,2005,1624,314.64,13.8,0.658,59.62,1.1,1.05
HD 109246,HD 109246 b,2010,68.27,273.3338,13.9,0.559,67.97,1.2,1.07
HD 109271,HD 109271 b,2013,7.8543,17.162,4.31,1.18,55.96,1.05,1.29
HD 109271,HD 109271 c,2013,30.93,24.154,5.27,0.907,55.96,1.05,1.29
HD 109749,HD 109749 b,2005,5.239891,85.8141,11.1,0.345,63.2,1.13,1.22
HD 110014,HD 110014 b,2009,835.477,3524.59,12.4,10.2,100.98,2.17,20.9
HD 111232,HD 111232 b,2003,1143,2269.3062,12.7,6.09,28.98,0.84,0.9
HD 111591,HD 111591 b,2017,1056.4,1398.452,12.9,3.58,114.54,1.94,8.03
HD 111998,HD 111998 b,2016,825.9,1433.4133,12.9,3.67,33.26,1.18,1.45
HD 113337,HD 113337 b,2013,324,899.42,13.2,2.15,36.22,1.4,1.5
HD 113538,HD 113538 b,2010,663.2,114.41,13.2,0.273,15.9,0.58,0.53
HD 113538,HD 113538 c,2010,1818,295.57,13.8,0.618,15.9,0.58,0.53
HD 113996,HD 113996 b,2017,610.2,2002.329,12.7,5.37,116.34,1.49,25.11
HD 114386,HD 114386 b,2003,937.70001,362.3262,13.7,0.774,27.95,0.6,0.76
HD 114613,HD 114613 b,2014,4000,113.46531,13.1,0.277,20.29,1.27,2.14
HD 114729,HD 114729 b,2002,1121.79,262.20975,13.9,0.537,37.85,0.94,1.47
HD 114762,HD 114762 b,1989,83.9151,3397.6027,12.44,9.7,40.23,0.8,1.2
HD 114783,HD 114783 b,2001,493.7,349.6,13.7,0.747,20.4,0.85,0.83
HD 114783,HD 114783 c,2018,4319,194.19413,14.1,0.381,20.4,0.85,0.83
HD 11506,HD 11506 b,2007,1622.1,1535.1189,12.9,3.93,51.34,1.24,1.34
HD 11506,HD 11506 c,2008,223.41,129.67464,14.2,0.249,51.34,1.24,1.34
HD 116029,HD 116029 b,2011,670,444.962,13.6,0.972,123.68,0.83,4.89
HD 116029,HD 116029 c,2018,907,403.6441,13.7,0.863,123.68,0.83,4.89
HD 117207,HD 117207 b,2004,2621.75,612.14058,13.4,1.4,32.38,1.05,1.07
HD 11755,HD 11755 b,2015,433.70001,1789.3829,12.8,4.69,236.64,0.72,20.58
HD 117618,HD 117618 b,2004,25.8,55.30242,8.59,0.479,37.82,1.08,1.2
HD 118203,HD 118203 b,2005,6.1335,886.7457,13.2,2.12,92.51,1.84,2.06
HD 119130,HD 119130 b,2019,16.9841,24.5,2.63,7.4,114.29,1,1.09
HD 11964,HD 11964 b,2005,1945,198,14.1,0.388,33.57,1.12,1.95
HD 11964,HD 11964 c,2008,37.91,25,5.38,0.882,33.57,1.12,1.95
HD 11977,HD 11977 b,2005,711,2080,12.7,5.58,68.05,1.91,10.09
HD 120084,HD 120084 b,2013,2082,1430.2,12.9,3.66,103.35,2.39,9.12
HD 121504,HD 121504 b,2003,63.33,479.9233,13.6,1.05,41.71,1.62,1.07
HD 12484,HD 12484 b,2016,58.83,947.1334,13.2,2.26,51.1,1.01,1
HD 125390,HD 125390 b,2019,1756.2,7043.1128,12,22.4,154.33,1.36,6.47
HD 125595,HD 125595 b,2009,9.6737,6.3566,2.4,2.53,28.22,0.29,0.74
HD 125612,HD 125612 b,2007,557.04,985.273,13.1,2.41,57.72,1.11,1.05
HD 125612,HD 125612 c,2009,4.15514,17.48065,4.36,1.16,57.72,1.11,1.05
HD 125612,HD 125612 d,2009,2835,2313.8024,12.6,6.36,57.72,1.11,1.05
HD 12648,HD 12648 b,2015,133.60001,622.9468,13.4,1.42,183.15,0.67,11.02
HD 126525,HD 126525 b,2018,960.41,75.32571,10.3,0.379,37.69,0.9,0.98
HD 12661,HD 12661 b,2000,262.70862,772.3269,13.3,1.8,37.89,1.2,1.2
HD 12661,HD 12661 c,2002,1708,575.884,13.4,1.32,37.89,1.2,1.2
HD 126614,HD 126614 b,2009,1244,130.3103,14.2,0.25,73.25,1.26,1.32
HD 128311,HD 128311 b,2002,453.019,562.24127,13.5,1.26,16.52,0.83,0.76
HD 128311,HD 128311 c,2005,921.538,1204.25787,13,3.01,16.52,0.83,0.76
HD 128356,HD 128356 b,2016,298.2,282.8687,13.9,0.579,26.03,0.65,0.85
HD 129445,HD 129445 b,2009,1840,508.507,13.5,1.14,67.57,0.99,1.18
HD 130322,HD 130322 b,1999,10.70871,365.49,13.7,0.781,31.91,0.92,0.85
HD 131496,HD 131496 b,2011,896,572.094,13.4,1.31,132.34,1.34,4.44
HD 131664,HD 131664 b,2008,1951,6076.9096,12.1,18.8,52.89,1.19,1.08
HD 13167,HD 13167 b,2018,2613,1052.0173,13.1,2.57,149.57,1.35,2.39
HD 13189,HD 13189 b,2005,471.60001,3480.2385,12.4,10,504.71,2.24,38.41
HD 132406,HD 132406 b,2007,974,1709.9254,12.8,4.48,70.93,1.03,1.34
HD 132563,HD 132563 b,2011,1544,473.547,13.6,1.03,105.47,1.08,1.09
HD 133131 A,HD 133131 A b,2016,649,451.3186,13.6,0.986,47,0.95,0.94
HD 133131 A,HD 133131 A c,2016,3568,133.4886,14.3,0.251,47,0.95,0.94
HD 133131 B,HD 133131 B b,2016,5769,794.575,13.3,1.86,47,0.93,0.99
HD 134060,HD 134060 b,2019,3.2696,10.1,3.16,1.76,24.2,1.09,1.16
HD 134060,HD 134060 c,2019,1291.5646,29.29,5.91,0.78,24.2,1.09,1.16
HD 134987,HD 134987 b,1999,258.17999,511.7063,13.5,1.14,26.2,1.1,1.22
HD 134987,HD 134987 c,2009,5000,260,13.9,0.532,26.2,1.1,1.22
HD 136352,HD 136352 b,2019,11.5824,4.81,2.04,3.11,14.81,0.81,1.04
HD 136352,HD 136352 c,2019,27.5821,10.8,3.28,1.68,14.81,0.81,1.04
HD 136352,HD 136352 d,2019,107.5983,8.58,2.87,1.99,14.81,0.81,1.04
HD 136418,HD 136418 b,2009,464.29999,680.1562,13.3,1.59,105.49,1.48,3.78
HD 13724,HD 13724 b,2019,14763.405,8508.3091,11.9,27.7,43.52,1.14,1.07
HD 137388,HD 137388 b,2011,330,63.566,9.32,0.431,40.53,0.68,0.88
HD 13908,HD 13908 b,2013,19.382,274.91,13.9,0.562,79.73,1.29,1.67
HD 13908,HD 13908 c,2013,931,1630.4,12.8,4.27,79.73,1.29,1.67
HD 13931,HD 13931 b,2009,4218,699.226,13.3,1.63,47.46,1.3,1.25
HD 139357,HD 139357 b,2008,1125.7,3101.89,12.5,8.73,112.45,1.35,11.47
HD 1397,HD 1397 b,2018,11.53533,131.89945,11.5,0.477,79.75,1.32,2.34
HD 14067,HD 14067 b,2014,1455,2479,12.6,6.81,142.6,2.4,12.4
HD 141399,HD 141399 b,2014,94.44,143.34133,14.3,0.269,36.2,1.07,1.39
HD 141399,HD 141399 c,2014,201.99,422.7139,13.6,0.923,36.2,1.07,1.39
HD 141399,HD 141399 d,2014,1069.8,375.0394,13.7,0.801,36.2,1.07,1.39
HD 141399,HD 141399 e,2014,5000,209.7678,14.1,0.411,36.2,1.07,1.39
HD 141937,HD 141937 b,2002,653.21997,3079.7727,12.5,8.66,33.39,1.09,1.03
HD 142,HD 142 b,2001,349.7,397.27,13.7,0.849,26.21,1.23,1.47
HD 142,HD 142 c,2012,6005,1684.4,12.8,4.41,26.21,1.23,1.47
HD 142022 A,HD 142022 A b,2005,1928,1411.1652,12.9,3.61,34.31,0.9,1.04
HD 142245,HD 142245 b,2011,1299,975.7381,13.1,2.39,97.5,3.5,4.63
HD 142415,HD 142415 b,2003,386.29999,530.7761,13.5,1.19,35.57,1.07,1.04
HD 143105,HD 143105 b,2016,2.1974,384.5743,13.7,0.822,48.7,1.51,1.65
HD 143361,HD 143361 b,2008,1039.15,1122.57556,13.1,2.74,68.65,0.97,0.92
HD 145377,HD 145377 b,2008,103.95,1913.3366,12.8,5.01,53.57,1.2,1.05
HD 145457,HD 145457 b,2010,176.3,708.7609,13.3,1.66,135.82,1.23,10.52
HD 145934,HD 145934 b,2015,2730,724.62,13.3,1.69,229.35,1.75,5.38
HD 1461,HD 1461 b,2010,5.77152,6.44,2.42,2.5,23.47,1.02,1.24
HD 1461,HD 1461 c,2015,13.5052,5.59,2.23,2.77,23.47,1.02,1.24
HD 147018,HD 147018 b,2009,44.236,674,13.4,1.54,42.96,0.93,0.94
HD 147018,HD 147018 c,2009,1008,2080,12.7,5.58,42.96,0.93,0.94
HD 147379,HD 147379 b,2017,86.78,28.55,5.82,0.796,10.77,0.6,0.57
HD 147513,HD 147513 b,2003,528.4,385,13.7,0.823,12.91,1.11,0.98
HD 14787,HD 14787 b,2018,676.6,356.28743,13.7,0.761,119.54,1.43,5.01
HD 147873,HD 147873 b,2016,116.596,1633.6462,12.8,4.28,109.38,1.38,2.29
HD 147873,HD 147873 c,2016,491.54,731.009,13.3,1.71,109.38,1.38,2.29
HD 148156,HD 148156 b,2009,1027,270.144,13.9,0.553,57.22,1.22,1.21
HD 148164,HD 148164 b,2018,328.55,390.9309,13.7,0.835,77.37,1.21,1.34
HD 148164,HD 148164 c,2018,5062,1640.0028,12.8,4.3,77.37,1.21,1.34
HD 148284,HD 148284 b,2018,339.331,10710.871,11.8,35.8,121.61,1.07,1.48
HD 148427,HD 148427 b,2009,331.5,413.179,13.6,0.903,71.5,1.64,3.86
HD 149026,HD 149026 b,2005,2.87589,120.7754,8.295,0.75,76.03,1.42,1.41
HD 149143,HD 149143 b,2005,4.07182,422.7139,13.6,0.923,73.43,1.2,1.44
HD 1502,HD 1502 b,2011,428.5,874.0325,13.2,2.09,191.96,1.46,4.67
HD 150706,HD 150706 b,2012,5894,861.28,13.2,2.06,28.29,1.17,0.96
HD 152079,HD 152079 b,2009,2918.92,845.74563,13.2,2.02,88.11,1.15,1.13
HD 152581,HD 152581 b,2011,686.5,594.02427,13.4,1.36,166.54,1.3,5.14
HD 15337,HD 15337 b,2019,4.75615,7.51,1.64,9.3,44.87,0.9,0.86
HD 15337,HD 15337 c,2019,17.1784,8.11,2.39,3.23,44.87,0.9,0.86
HD 153950,HD 153950 b,2008,499.39999,937.5985,13.2,2.24,48.52,1.25,1.28
HD 154345,HD 154345 b,2006,3341.55884,260.6206,13.9,0.533,18.29,0.71,0.85
HD 154672,HD 154672 b,2008,163.94,1706.7471,12.8,4.47,63.16,1.18,1.32
HD 154857,HD 154857 b,2004,408.60001,778.6835,13.3,1.82,63.56,1.96,2.3
HD 154857,HD 154857 c,2014,3452,819.97,13.2,1.96,63.56,1.96,2.3
HD 155233,HD 155233 b,2015,818.8,826.358,13.2,1.97,75.13,1.69,5.03
HD 155358,HD 155358 b,2007,194.3,314.6517,13.8,0.658,43.67,1.15,1.38
HD 155358,HD 155358 c,2007,391.9,261,13.9,0.534,43.67,1.15,1.38
HD 156279,HD 156279 b,2011,131.05,3140.1604,12.5,8.83,36.23,0.95,0.95
HD 156279,HD 156279 c,2018,4191,2733.338,12.6,7.51,36.23,0.95,0.95
HD 156411,HD 156411 b,2009,842.2,235.18,14,0.471,56.96,1.25,2.16
HD 156668,HD 156668 b,2010,4.6455,4.15,1.87,3.49,24.35,0.77,0.72
HD 156846,HD 156846 b,2007,359.51001,3391.2461,12.4,9.77,47.8,1.38,1.9
HD 158038,HD 158038 b,2011,521,486.2799,13.5,1.09,95.12,1.3,4.5
HD 158996,HD 158996 b,2018,820.2,4449.62,12.3,13.1,285.91,1.8,50.3
HD 159243,HD 159243 b,2013,12.62,359.13,13.7,0.767,73.46,1.12,1.12
HD 159243,HD 159243 c,2013,248.4,603.9,13.4,1.38,73.46,1.12,1.12
HD 159868,HD 159868 b,2006,1184.1,704.94694,13.3,1.65,55.94,1.19,2.13
HD 159868,HD 159868 c,2012,351,244.09344,14,0.489,55.94,1.19,2.13
HD 1605,HD 1605 b,2015,577.2,296.85322,13.8,0.621,89.03,1.33,3.49
HD 1605,HD 1605 c,2015,2149,1150.5446,13,2.88,89.03,1.33,3.49
HD 160691,HD 160691 b,2000,643.25,532.68308,13.5,1.19,15.61,1.08,1.33
HD 160691,HD 160691 c,2004,4205.8,576.519,13.4,1.32,15.61,1.08,1.33
HD 160691,HD 160691 d,2004,9.6386,10.5547,3.24,1.71,15.61,1.08,1.33
HD 160691,HD 160691 e,2006,310.55,165.8685,14.2,0.318,15.61,1.08,1.33
HD 16141,HD 16141 b,2000,75.523,82.6358,10.9,0.351,37.83,1.11,1.48
HD 16175,HD 16175 b,2009,990,1620.933,12.8,4.25,59.96,1.63,1.72
HD 162020,HD 162020 b,2002,8.4282,3127.4472,12.5,8.8,30.85,0.42,0.75
HD 163607,HD 163607 b,2010,75.2203,249.05159,13.9,0.51,67.92,1.12,1.76
HD 163607,HD 163607 c,2010,1272,699.54383,13.3,1.63,67.92,1.12,1.76
HD 16417,HD 16417 b,2008,17.24,22.1,5,0.972,25.41,1.2,1.64
HD 164509,HD 164509 b,2010,280.17,140.79869,14.3,0.265,53.19,1.12,1.11
HD 164595,HD 164595 b,2015,40,16.14,4.16,1.23,28.28,0.99,1.02
HD 164604,HD 164604 b,2009,641.472,635,13.4,1.45,39.41,0.77,0.77
HD 164922,HD 164922 b,2005,1155,98.5273,12.1,0.306,22.02,0.76,0.97
HD 164922,HD 164922 c,2016,75.765,12.9,3.64,1.47,22.02,0.76,0.97
HD 165155,HD 165155 b,2016,434.5,918.5287,13.2,2.19,63.47,1.02,0.95
HD 1666,HD 1666 b,2015,270,2040,12.7,5.47,118.31,1.5,1.93
HD 166724,HD 166724 b,2012,5144,1121.89,13.1,2.74,45.19,0.81,0.8
HD 167042,HD 167042 b,2007,420.77,540.29,13.5,1.21,49.73,1.5,4.5
HD 168443,HD 168443 b,1998,58.11247,2434.157,12.6,6.69,39.67,0.99,1.51
HD 168443,HD 168443 c,2000,1749.83,5464.221,12.2,16.5,39.67,0.99,1.51
HD 168746,HD 168746 b,2002,6.404,85.8141,11.1,0.345,41.62,1.07,1.09
HD 1690,HD 1690 b,2010,533,2793.7257,12.5,7.86,769.37,1.86,21.66
HD 169830,HD 169830 b,2000,225.62,915.31,13.2,2.19,37.64,1.4,1.97
HD 169830,HD 169830 c,2003,2102,1283.98,13,3.21,37.64,1.4,1.97
HD 170469,HD 170469 b,2007,1145,209.7678,14.1,0.411,60.28,1.1,1.24
HD 17092,HD 17092 b,2007,359.89999,3219.6179,12.5,9.06,229.89,6.73,13.58
HD 171028,HD 171028 b,2007,550,832.7146,13.2,1.99,112.01,1.53,2.47
HD 171238,HD 171238 b,2009,1532,864.4976,13.2,2.07,44.87,0.96,1.01
HD 17156,HD 17156 b,2007,21.21663,1115.5833,12.33,3.78,78.26,1.41,1.55
HD 173416,HD 173416 b,2008,323.6,858.1,13.2,2.05,132.68,2,13.5
HD 175167,HD 175167 b,2009,1290,2850.9351,12.5,8.02,71.23,1.37,1.75
HD 175541,HD 175541 b,2007,298.43,190.06234,14.1,0.373,130.08,1.39,4.19
HD 175607,HD 175607 b,2015,29.01,8.98,2.94,1.94,40.38,0.71,0.7
HD 17674,HD 17674 b,2017,623.8,276.5121,13.9,0.566,44.48,0.98,1.18
HD 176986,HD 176986 b,2017,6.4898,5.74,2.26,2.73,27.81,0.79,0.78
HD 176986,HD 176986 c,2017,16.8191,9.18,2.98,1.91,27.81,0.79,0.78
HD 177565,HD 177565 b,2017,44.505,15.1,4,1.3,16.93,1,0.97
HD 177830,HD 177830 b,1999,410.10001,537.1327,13.5,1.2,62.88,1.7,3.26
HD 177830,HD 177830 c,2010,110.9,47.6725,7.87,0.537,62.88,1.7,3.26
HD 178911 B,HD 178911 B b,2001,71.484,2552.1749,12.6,7.01,41.02,1.24,1.08
HD 179079,HD 179079 b,2008,14.479,25.74423,5.48,0.86,69.85,1.14,1.63
HD 179949,HD 179949 b,2000,3.092514,291.12,13.9,0.596,27.48,1.21,1.25
HD 180053,HD 180053 b,2018,213.72,697.31902,13.3,1.63,137.59,1.75,4.06
HD 18015,HD 18015 b,2018,2278,1010.6994,13.1,2.47,124.24,1.49,3.13
HD 180314,HD 180314 b,2010,396.03,6397.9179,12.1,19.8,122.79,2.2,8.13
HD 180617,HD 180617 b,2018,105.9,12.2,3.53,1.52,5.91,0.45,0.45
HD 180902,HD 180902 b,2009,510.9,535.54355,13.5,1.2,104.89,1.41,4.16
HD 181234,HD 181234 b,2019,7462.0575,2660.2371,12.6,7.31,47.81,1.01,1.05
HD 181342,HD 181342 b,2009,564.1,807.2882,13.2,1.93,120.81,1.69,4.71
HD 181433,HD 181433 b,2008,9.3743,6.3566,2.4,2.53,26.9,0.63,0.79
HD 181433,HD 181433 c,2008,962,203,14.1,0.398,26.9,0.63,0.79
HD 181433,HD 181433 d,2008,2172,171,14.2,0.328,26.9,0.63,0.79
HD 181720,HD 181720 b,2009,956,127.132,14,0.255,60.31,1.03,1.5
HD 183263,HD 183263 b,2004,626.51599,1255.4285,13,3.14,54.28,1.31,1.23
HD 183263,HD 183263 c,2008,3070,1134.61,13,2.84,54.28,1.31,1.23
HD 185269,HD 185269 b,2006,6.83776,321.0083,13.8,0.671,52.07,1.3,2
HD 187085,HD 187085 b,2006,1019.74,265.70588,13.9,0.544,45.96,1.19,1.27
HD 187123,HD 187123 b,1998,3.0965828,166.218,14.2,0.319,46.02,1,1.16
HD 187123,HD 187123 c,2008,3810,632.46,13.4,1.44,46.02,1,1.16
HD 18742,HD 18742 b,2011,766,1080.622,13.1,2.64,163.37,1.36,5.13
HD 188015,HD 188015 b,2004,461.2,476.72,13.6,1.04,50.74,1.09,1.1
HD 189733,HD 189733 b,2005,2.21857567,359.1479,12.666,0.943,19.78,0.79,0.75
HD 190360,HD 190360 b,2003,2915.03687,489.4582,13.5,1.09,16.01,0.99,1.14
HD 190360,HD 190360 c,2005,17.111,19.069,4.59,1.08,16.01,0.99,1.14
HD 190647,HD 190647 b,2007,1176.45,630.89255,13.4,1.44,54.56,1.07,1.38
HD 190984,HD 190984 b,2009,4885,985.2,13.1,2.41,148.81,0.91,1.53
HD 191806,HD 191806 b,2016,1606.3,2707.9116,12.6,7.44,65.79,1.14,1.4
HD 192263,HD 192263 b,1999,24.3556,177.9848,14.2,0.342,19.65,0.66,0.74
HD 192310,HD 192310 b,2011,74.72,16.9,4.27,1.19,8.8,0.8,0.81
HD 192310,HD 192310 c,2011,525.8,24,5.25,0.911,8.8,0.8,0.81
HD 192699,HD 192699 b,2007,340.94,666.17168,13.4,1.52,72.01,1.38,4.41
HD 195019,HD 195019 b,1998,18.20132,1264.9634,13,3.16,37.71,1.21,1.48
HD 196050,HD 196050 b,2002,1378,1010.6994,13.1,2.47,50.75,1.31,1.42
