rowid,fpl_hostname,fpl_name,fpl_disc,fpl_orbper,fpl_smax,fpl_eccen,fpl_bmasse,fpl_bmassj,fpl_rade,fpl_radj,fpl_rads,fpl_dens,fpl_eqt,fst_dist,fst_teff,fst_logg,fst_lum,fst_mass,fst_rad,fst_met,fst_age
149,GJ 273,GJ 273 c,2017,4.7234,0.036467,0.17,1.18,0.00371,1.06,0.094,0.01,5.44,,3.8,3382,,-2.056,0.29,0.29,0.09,
150,GJ 3021,GJ 3021 b,2000,133.71,0.49,0.511,1071.04,3.37,13.1,1.17,0.12,2.62,350,17.56,5540,4.7,-0.18,0.9,0.9,0.1,0.37
151,GJ 3138,GJ 3138 b,2017,1.22003,0.0197,0.19,1.78,0.0056,1.18,0.106,0.011,5.95,,28.49,3717,,-1.347,0.68,0.5,-0.3,
152,GJ 3138,GJ 3138 c,2017,5.974,0.057,0.11,4.18,0.01315,1.88,0.167,0.017,3.46,,28.49,3717,,-1.347,0.68,0.5,-0.3,
153,GJ 3138,GJ 3138 d,2017,257.8,0.698,0.32,10.5,0.03304,3.23,0.288,0.03,1.71,,28.49,3717,,-1.347,0.68,0.5,-0.3,
154,GJ 317,GJ 317 b,2007,692,1.15,0.11,794.5,2.5,13.3,1.18,0.122,1.86,,15.1,3510,,,0.42,,0.36,5
155,GJ 317,GJ 317 c,2018,5312,25,0.308,489.4582,1.54,13.5,1.21,0.124,1.09,,15.1,3510,,,0.42,,0.36,5
156,GJ 328,GJ 328 b,2013,4100,4.5,0.37,731,2.3,13.3,1.19,0.122,1.71,,20.54,3900,,-0.993,0.69,0.67,0,
157,GJ 3293,GJ 3293 b,2015,30.5987,0.14339,0.06,23.54,0.07406,5.19,0.463,0.048,0.925,,20.2,3466,,-1.658,0.42,0.4,0.02,
158,GJ 3293,GJ 3293 c,2015,122.6196,0.36175,0.11,21.09,0.06636,4.87,0.434,0.045,1,,20.2,3466,,-1.658,0.42,0.4,0.02,
159,GJ 3293,GJ 3293 d,2017,48.1345,0.19394,0.12,7.6,0.02391,2.67,0.238,0.025,2.19,,20.2,3466,,-1.658,0.42,0.4,0.02,
160,GJ 3293,GJ 3293 e,2017,13.2543,0.08208,0.21,3.28,0.01032,1.63,0.145,0.015,4.16,,20.2,3466,,-1.658,0.42,0.4,0.02,
161,GJ 3323,GJ 3323 b,2017,5.3636,0.03282,0.23,2.02,0.00636,1.23,0.109,0.011,5.96,,5.32,3159,,-2.569,0.16,0.12,-0.27,
162,GJ 3323,GJ 3323 c,2017,40.54,0.1264,0.17,2.31,0.00727,1.32,0.118,0.012,5.52,,5.32,3159,,-2.569,0.16,0.12,-0.27,
163,GJ 3341,GJ 3341 b,2015,14.207,0.089,0.31,6.6,0.0208,2.46,0.219,0.022,2.44,,23.16,3526,,-1.538,0.47,0.44,-0.09,
164,GJ 3470,GJ 3470 b,2012,3.3366496,0.0355,0.017,13.9,0.04373,4.57,0.408,0.042,0.8,594,29.45,3600,4.7,-1.538,0.54,0.55,0.2,1.65
165,GJ 3512,GJ 3512 b,2019,203.59,0.338,0.4356,147.15529,0.463,14.3,1.27,0.131,0.277,,9.49,3081,,-2.804,0.12,0.14,-0.07,5.5
166,GJ 357,GJ 357 b,2019,3.93072,0.035,,1.84,0.00579,1.217,0.109,0.011,5.6,525,9.44,3505,4.94,-1.798,0.34,0.34,-0.12,
167,GJ 357,GJ 357 c,2019,9.1247,0.061,,3.4,0.0107,1.66,0.148,0.015,4.08,401,9.44,3505,4.94,-1.798,0.34,0.34,-0.12,
168,GJ 357,GJ 357 d,2019,55.661,0.204,,6.1,0.01919,2.34,0.209,0.021,2.62,220,9.44,3505,4.94,-1.798,0.34,0.34,-0.12,
169,GJ 3634,GJ 3634 b,2010,2.64561,0.0287,0.08,8.4,0.026,2.83,0.253,0.026,2.04,,19.8,3685.02,,-1.699,0.45,0.43,,5
170,GJ 3779,GJ 3779 b,2018,3.0232,0.026,0.07,8,0.02517,2.75,0.245,0.025,2.11,,13.75,3324,5.05,-2.062,0.27,0.28,0,
171,GJ 3942,GJ 3942 b,2017,6.905,0.0608,0.121,7.14,0.02246,2.57,0.229,0.024,2.31,590,16.94,3867,4.65,-1.12,0.63,0.61,-0.04,
172,GJ 3998,GJ 3998 b,2016,2.64977,0.029,0,2.47,0.00777,1.38,0.123,0.013,5.16,,18.16,3722,4.77,-1.387,0.5,0.49,-0.16,
173,GJ 3998,GJ 3998 c,2016,13.74,0.089,0.049,6.26,0.0197,2.38,0.212,0.022,2.55,,18.16,3722,4.77,-1.387,0.5,0.49,-0.16,
174,GJ 411,GJ 411 b,2019,12.9532,0.0785,0.22,2.99,0.00941,1.54,0.137,0.014,4.5,350,2.55,3563,,-1.658,0.39,0.39,-0.38,
175,GJ 422,GJ 422 b,2014,26.161,0.119,0.05,9.9,0.03115,3.12,0.278,0.029,1.79,,12.67,3323,,-1.959,0.35,0.38,,
176,GJ 4276,GJ 4276 b,2019,13.352,0.082,0.37,16.57,0.05213,4.22,0.377,0.039,1.21,,21.35,3387,4.97,-1.706,0.41,0.41,0.12,6.9
177,GJ 433,GJ 433 b,2011,7.3697,0.06,0.05,5.3,0.01668,2.16,0.193,0.02,2.89,,9.07,3472,4.81,-1.699,0.48,0.5,-0.17,
178,GJ 433,GJ 433 c,2014,3400,3.6,0.08,45,0.14159,7.61,0.679,0.07,0.561,,9.07,3472,4.81,-1.699,0.48,0.5,-0.17,
179,GJ 436,GJ 436 b,2004,2.64388312,0.0291,0.13827,22.1,0.07,4.17,0.372,0.038,1.8,686,9.76,3479,4.79,-1.585,0.47,0.46,0.02,6
180,GJ 504,GJ 504 b,2013,,43.5,,1271.3,4,13,1.16,0.119,3.18,510,17.54,6234,4.6,0.332,1.22,1.26,0.28,0.16
181,GJ 536,GJ 536 b,2016,8.7076,0.06661,0.08,5.36,0.01686,2.17,0.194,0.02,2.88,,10.41,3685,4.75,-1.377,0.52,0.5,-0.08,0.4
182,GJ 581,GJ 581 b,2005,5.3686,0.04061,0,15.8,0.0497,4.11,0.366,0.038,1.25,,6.3,3660.26,,-1.886,0.31,0.29,-0.25,2
183,GJ 581,GJ 581 c,2007,12.914,0.0721,0,5.5,0.0173,2.21,0.197,0.02,2.8,,6.3,3660.26,,-1.886,0.31,0.29,-0.25,2
184,GJ 581,GJ 581 e,2009,3.149,0.02815,0,1.7,0.0053,1.17,0.104,0.011,5.83,,6.3,3660.26,,-1.886,0.31,0.29,-0.25,2
185,GJ 625,GJ 625 b,2017,14.628,0.078361,0.13,2.82,0.00887,1.49,0.133,0.014,4.68,,6.49,3499,4.94,-1.894,0.3,0.31,-0.38,
186,GJ 649,GJ 649 b,2009,598.3,1.135,0.3,104.244,0.328,12.5,1.11,0.114,0.293,,10.38,3700,4.81,-1.365,0.54,0.46,0.08,0.44
187,GJ 667 C,GJ 667 C b,2011,7.2004,0.0505,0.13,5.6,0.018,2.23,0.199,0.02,2.77,,6.8,3350,4.69,-1.863,0.33,,-0.55,2
188,GJ 667 C,GJ 667 C c,2011,28.14,0.125,0.02,3.8,0.012,1.77,0.158,0.016,3.77,,6.8,3350,4.69,-1.863,0.33,,-0.55,2
189,GJ 667 C,GJ 667 C e,2013,62.24,0.213,0.02,2.7,0.008,1.45,0.129,0.013,4.87,,6.8,3350,4.69,-1.863,0.33,,-0.55,2
190,GJ 667 C,GJ 667 C f,2013,39.026,0.156,0.03,2.7,0.008,1.45,0.129,0.013,4.87,,6.8,3350,4.69,-1.863,0.33,,-0.55,2
191,GJ 667 C,GJ 667 C g,2013,256.2,0.549,0.08,4.6,0.014,1.99,0.177,0.018,3.21,,6.8,3350,4.69,-1.863,0.33,,-0.55,2
192,GJ 674,GJ 674 b,2007,4.6938,0.039,0.2,11.09,0.035,3.33,0.297,0.031,1.65,,4.55,3600,,-1.796,0.35,0.36,-0.28,0.55
193,GJ 676 A,GJ 676 A b,2010,1056.80005,1.82,0.33,2129.461,6.7,12.7,1.13,0.116,5.71,,16.03,3734,4.62,-1.043,0.73,0.69,0.08,
194,GJ 676 A,GJ 676 A c,2016,7337,6.6,,2161.244,6.8,12.7,1.13,0.116,5.8,,16.03,3734,4.62,-1.043,0.73,0.69,0.08,
195,GJ 676 A,GJ 676 A d,2012,3.6005,0.0413,0.262,4.4,0.014,1.93,0.173,0.018,3.36,,16.03,3734,4.62,-1.043,0.73,0.69,0.08,
196,GJ 676 A,GJ 676 A e,2012,35.39,0.187,0.125,8.1,0.025,2.77,0.247,0.025,2.09,,16.03,3734,4.62,-1.043,0.73,0.69,0.08,
197,GJ 682,GJ 682 b,2014,17.478,0.08,0.08,4.4,0.01384,1.93,0.173,0.018,3.36,,5.01,3028,,-2.699,0.27,0.34,,
198,GJ 682,GJ 682 c,2014,57.32,0.176,0.1,8.7,0.02737,2.89,0.258,0.026,1.98,,5.01,3028,,-2.699,0.27,0.34,,
199,GJ 685,GJ 685 b,2019,24.16,0.1344,0,9,0.02832,2.95,0.263,0.027,1.93,,14.32,3816,4.72,-1.253,0.55,0.54,-0.15,
200,GJ 687,GJ 687 b,2014,38.14,0.17,0.04,19.0698,0.06,4.59,0.409,0.042,1.08,,4.55,3340,4.82,-1.672,0.45,0.43,0.15,
201,GJ 832,GJ 832 b,2008,3657,3.56,0.08,216,0.68,14,1.25,0.129,0.433,,4.97,3472,4.7,-1.585,0.45,0.45,-0.3,9.24
202,GJ 832,GJ 832 c,2014,35.68,0.163,0.18,5.4,0.017,2.18,0.195,0.02,2.86,,4.97,3472,4.7,-1.585,0.45,0.45,-0.3,9.24
203,GJ 849,GJ 849 b,2006,1882,2.35,0.04,317.83,1,13.8,1.23,0.127,0.665,,8.8,3241,4.8,-1.523,0.65,0.53,0.24,3
204,GJ 86,GJ 86 b,1999,15.76491,0.11,0.04,1404.8086,4.42,12.9,1.15,0.119,3.6,,10.79,5182,4.63,-0.39,0.93,0.77,-0.22,11.3
205,GJ 876,GJ 876 b,1998,61.1166,0.208317,0.0324,723.2235,2.2756,13.3,1.19,0.122,1.69,,4.68,3129,,-1.907,0.32,0.3,0.05,1
206,GJ 876,GJ 876 c,2000,30.0881,0.12959,0.25591,226.9846,0.7142,14,1.25,0.128,0.455,,4.68,3129,,-1.907,0.32,0.3,0.05,1
207,GJ 876,GJ 876 d,2005,1.93778,0.020807,0.207,6.83,0.021,2.51,0.224,0.023,2.37,,4.68,3129,,-1.907,0.32,0.3,0.05,1
208,GJ 876,GJ 876 e,2010,124.26,0.3343,0.055,14.6,0.046,3.92,0.35,0.036,1.33,,4.68,3129,,-1.907,0.32,0.3,0.05,1
209,GJ 96,GJ 96 b,2018,73.94,0.291,0.44,19.66,0.06186,4.67,0.417,0.043,1.06,,11.94,3785,,-1.052,0.6,0.59,0.14,
210,GJ 9827,GJ 9827 b,2017,1.2089819,0.0188,0,4.91,0.01545,1.577,0.141,0.014,6.93,1044,29.69,4340,4.66,-0.942,0.61,0.6,-0.26,10
211,GJ 9827,GJ 9827 c,2017,3.6480957,0.03925,0,0.84,0.00264,1.241,0.111,0.011,2.42,722,29.69,4340,4.66,-0.942,0.61,0.6,-0.26,10
212,GJ 9827,GJ 9827 d,2017,6.2014698,0.05591,0,4.04,0.01271,2.022,0.18,0.019,2.69,605,29.69,4340,4.66,-0.942,0.61,0.6,-0.26,10
213,GQ Lup,GQ Lup b,2004,,100,,6356,20,33.6,3,0.308,0.921,2650,151.82,4092.57,,-0.072,0.7,1.83,,0.001
214,GSC 06214-00210,GSC 06214-00210 b,2010,,320,,5000,16,20.176,1.8,0.185,3.35,2300,145,4200,,-0.42,0.9,0.74,,0.005
215,GU Psc,GU Psc b,2014,,2000,,3591.3,11.3,14.179,1.265,0.13,6.92,1050,48,4031.81,,,0.33,,0.1,0.1
216,Gl 378,Gl 378 b,2019,3.822,0.039435,0.109,13.02,0.04097,3.66,0.327,0.034,1.46,830,14.96,3879,,-1.222,0.56,0.56,0.06,
217,Gl 49,Gl 49 b,2019,13.8508,0.0905,0.363,5.63,0.01771,2.24,0.2,0.021,2.75,,9.86,3805,4.69,-1.306,0.52,0.51,0.13,
218,Gl 686,Gl 686 b,2018,15.5314,0.0917,0.077,6.64,0.02089,2.46,0.22,0.023,2.45,379,8.16,3663,4.83,-1.553,0.42,0.42,-0.3,
219,HAT-P-1,HAT-P-1 b,2006,4.46529976,0.05561,0,166.86075,0.525,14.785,1.319,0.135,0.282,1322,159.71,5980,4.36,0.209,1.15,1.17,0.13,3.6
220,HAT-P-11,HAT-P-11 b,2008,4.88780244,0.05254,0.218,26.69772,0.084,4.36,0.389,0.04,1.68,838,37.81,4780,4.66,-0.564,0.81,0.68,0.31,6.5
221,HAT-P-11,HAT-P-11 c,2018,3407,4.13,0.601,507,1.59519,13.5,1.21,0.124,1.13,,37.81,4780,4.66,-0.564,0.81,0.68,0.31,6.5
222,HAT-P-12,HAT-P-12 b,2009,3.2130598,0.0384,0,67.059,0.211,10.749,0.959,0.099,0.3192,963,142.5,4650,4.61,-0.678,0.73,0.7,-0.29,2.5
223,HAT-P-13,HAT-P-13 b,2009,2.91625,0.04383,0.0133,270.462,0.851,14.258,1.272,0.131,0.362,1740,214,5653,4.13,0.346,1.22,1.56,0.41,5
224,HAT-P-13,HAT-P-13 c,2009,446.27,1.258,0.6616,4538.421,14.28,12.3,1.1,0.113,13.4,340,214,5653,4.13,0.346,1.22,1.56,0.41,5
225,HAT-P-14,HAT-P-14 b,2010,4.62767,0.0596,0.11,1093.3352,3.44,15.917,1.42,0.146,1.56,1624,224.1,6600,4.25,0.615,2.65,1.82,0.11,0.431
226,HAT-P-15,HAT-P-15 b,2010,10.8635,0.0965,0.19,616.5902,1.94,11.882,1.06,0.109,1.96,904,193.56,5568,4.38,-0.193,1,1.07,0.22,6.8
227,HAT-P-16,HAT-P-16 b,2010,2.77596,0.0413,0.036,1332.605,4.193,14.448,1.289,0.133,2.42,1626,235,6158,4.34,0.294,1.22,1.24,0.17,2
228,HAT-P-17,HAT-P-17 b,2010,10.33852,0.0882,0.35,184.3414,0.58,11.769,1.05,0.108,0.64,792,92.63,5246,4.53,-0.273,0.99,0.87,0,7.8
229,HAT-P-17,HAT-P-17 c,2010,5584,5.6,0.39,1080.6,3.4,13.1,1.17,0.12,2.64,,92.63,5246,4.53,-0.273,0.99,0.87,0,7.8
230,HAT-P-18,HAT-P-18 b,2010,5.508023,0.0559,0.084,62.61,0.197,11.153,0.995,0.102,0.25,852,166,4803,4.57,-0.569,0.77,0.75,0.1,12.4
231,HAT-P-19,HAT-P-19 b,2010,4.008778,0.0466,0.067,92.802,0.292,12.689,1.132,0.116,0.25,1010,215,4990,4.54,-0.432,0.84,0.82,0.23,8.8
232,HAT-P-2,HAT-P-2 b,2007,5.6335158,0.06814,0.5172,2765.121,8.7,10.66,0.951,0.098,7.29,1540,128.25,6380,4.16,0.53,1.33,1.39,0.18,1.44
233,HAT-P-20,HAT-P-20 b,2010,2.875317,0.0361,0.015,2302.899,7.246,9.718,0.867,0.089,13.78,970,70,4595,4.63,-0.721,0.76,0.69,0.35,6.7
234,HAT-P-21,HAT-P-21 b,2010,4.12448,0.0494,0.23,1547.8321,4.87,12.442,1.11,0.114,4.6,1283,279.48,5588,4.33,0.148,1.24,1.21,0.01,10.2
235,HAT-P-22,HAT-P-22 b,2010,3.21222,0.0414,0.02,785.0401,2.47,12.89,1.15,0.118,2.14,1463,81.96,5302,4.36,-0.087,1.13,1.11,0.24,12.4
236,HAT-P-23,HAT-P-23 b,2010,1.21288,0.0232,0.11,425.8922,1.34,12.218,1.09,0.112,1.406,1951,368.61,5905,4.33,0.137,0.58,0.96,0.15,4
237,HAT-P-24,HAT-P-24 b,2010,3.35524,0.04651,0.07,238.3725,0.75,14.572,1.3,0.134,0.44,1637,420.26,6373,4.27,0.454,1.37,1.38,-0.16,2.8
238,HAT-P-25,HAT-P-25 b,2010,3.65281514,0.0466,0.023,180.84527,0.569,12.722,1.135,0.117,0.483,1182,302.95,5519,4.52,-0.152,1.01,0.92,0.294,3.2
239,HAT-P-26,HAT-P-26 b,2010,4.23452,0.0479,0.12,22.2481,0.07,7.062,0.63,0.065,0.4,1001,142.41,5079,4.56,-0.368,1.12,0.87,-0.04,9
240,HAT-P-27,HAT-P-27 b,2011,3.039577,0.04,0,197.05,0.62,11.43,1.02,0.105,0.76,,204,5300,4.51,-0.244,0.94,0.9,0.29,4.4
241,HAT-P-28,HAT-P-28 b,2011,3.257215,0.0434,0.051,198.953,0.626,13.585,1.212,0.125,0.44,1384,395,5680,4.36,0.053,1.02,1.1,0.12,6.1
242,HAT-P-29,HAT-P-29 b,2011,5.72319,0.0667,0.09,279.6904,0.88,13.115,1.17,0.12,0.79,1271,316.36,6087,4.34,0.185,1.45,1.3,0.21,2.2
243,HAT-P-3,HAT-P-3 b,2007,2.8997,0.03866,0,206.5895,0.65,10.536,0.94,0.097,0.855,1189,135.08,5185,4.56,-0.344,1.06,0.87,0.27,1.6
244,HAT-P-30,HAT-P-30 b,2011,2.8106,0.0419,0.04,263.7989,0.83,16.141,1.44,0.148,0.309,1630,215.29,6304,4.36,0.41,1.55,1.31,0.13,1
245,HAT-P-31,HAT-P-31 b,2011,5.00542,0.061,0.25,721.4741,2.27,12.218,1.09,0.112,2.18,1450,347.48,6065,4.26,0.372,1.31,1.39,0.15,3.17
246,HAT-P-32,HAT-P-32 b,2011,2.1500082,0.03397,0.159,216.1244,0.68,22.194,1.98,0.203,0.108,1836,291.51,6001,4.22,0.338,1.13,1.37,-0.16,2.7
247,HAT-P-33,HAT-P-33 b,2011,3.47447,0.04995,0,292.4036,0.92,20.737,1.85,0.19,0.2,1782,400.55,6446,4.15,0.659,1.82,1.79,0.05,2.3
248,HAT-P-34,HAT-P-34 b,2011,5.45265,0.06774,0.44,2227.9883,7.01,15.132,1.35,0.139,2.4,1520,251.08,6442,4.21,0.585,4.26,1.73,0.22,1.7
249,HAT-P-35,HAT-P-35 b,2011,3.64671,0.0498,0.03,2390.0816,7.52,39.792,3.55,0.365,0.55,1581,514.2,6096,4.21,0.374,23.56,3.82,0.11,3.5
250,HAT-P-36,HAT-P-36 b,2011,1.32734683,0.0241,0.063,587.41341,1.8482,14.314,1.277,0.131,1.175,1781,296.93,5620,4.42,-0.009,1.03,1.04,0.25,6.6
251,HAT-P-37,HAT-P-37 b,2011,2.797436,0.0379,0.058,371.528,1.169,13.204,1.178,0.121,0.89,1271,411,5500,4.51,-0.208,0.93,0.88,0.03,3.6
252,HAT-P-38,HAT-P-38 b,2012,4.640382,0.0523,0.067,84.857,0.267,9.247,0.825,0.085,0.59,1082,249,5330,,-0.208,0.89,0.92,0.06,10.1
253,HAT-P-39,HAT-P-39 b,2012,3.54387,0.0509,0,190.372,0.599,17.609,1.571,0.162,0.19,1752,642,6430,,0.607,1.4,1.62,0.19,2
254,HAT-P-4,HAT-P-4 b,2007,3.056536,0.04438,0,213.255,0.671,14.28,1.274,0.131,0.403,1686,314,5860,4.14,0.431,0.56,1.62,0.24,3.9
255,HAT-P-40,HAT-P-40 b,2012,4.45724,0.0608,0,152.5584,0.48,17.038,1.52,0.156,0.15,1770,470.68,6080,3.93,0.658,1.03,1.94,0.22,2.7
256,HAT-P-41,HAT-P-41 b,2012,2.69405,0.04258,0,378.2177,1.19,22.978,2.05,0.211,0.204,1941,351.63,6390,4.14,0.584,2.56,2.05,0.21,2.2
257,HAT-P-42,HAT-P-42 b,2012,4.641878,0.0575,0,331.801,1.044,14.348,1.28,0.132,0.61,1428,447,5743,4.14,0.356,1.18,1.53,0.27,5.2
258,HAT-P-43,HAT-P-43 b,2012,3.332687,0.0443,0,210.395,0.662,14.359,1.281,0.132,0.39,1361,542,5645,4.37,0.045,1.05,1.1,0.23,5.7
259,HAT-P-44,HAT-P-44 b,2014,4.301219,0.0507,0.044,111.871,0.352,13.922,1.242,0.128,0.23,1108,363,5295,4.46,-0.194,0.94,0.95,0.33,7.5
260,HAT-P-44,HAT-P-44 c,2014,872.2,1.752,0.494,1271.3,4,13,1.16,0.119,3.18,,363,5295,4.46,-0.194,0.94,0.95,0.33,7.5
261,HAT-P-45,HAT-P-45 b,2014,3.128992,0.0452,0.049,283.492,0.892,15.984,1.426,0.147,0.38,1652,305,6330,4.3,0.4,1.26,1.32,0.07,2
262,HAT-P-46,HAT-P-46 b,2014,4.463129,0.0577,0.123,156.684,0.493,14.392,1.284,0.132,0.28,1458,296,6120,4.25,0.391,1.28,1.4,0.3,2.5
263,HAT-P-49,HAT-P-49 b,2014,2.69155,0.04378,0,699.226,2.2,17.822,1.59,0.163,0.75,2131,353.89,6820,4.1,0.879,2.22,2.06,0.07,1.5
264,HAT-P-5,HAT-P-5 b,2007,2.78849,0.04073,0,311.4734,0.98,13.563,1.21,0.124,0.642,1539,306.01,5960,4.37,0.112,1.04,1.12,0.24,2.6
265,HAT-P-50,HAT-P-50 b,2015,3.1220109,0.0453,0.115,429.0705,1.35,14.437,1.288,0.132,0.78,1862,497,6280,4.07,0.603,1.27,1.7,-0.18,3.37
266,HAT-P-51,HAT-P-51 b,2015,4.2180278,0.05069,0.123,98.20947,0.309,14.493,1.293,0.133,0.178,1192,470,5449,4.39,-0.066,0.98,1.04,0.27,8.2
267,HAT-P-52,HAT-P-52 b,2015,2.7535953,0.03694,0.047,259.98494,0.818,11.31,1.009,0.104,0.98,1218,385,5131,4.48,-0.305,0.89,0.89,0.28,9.4
268,HAT-P-53,HAT-P-53 b,2015,1.9616241,0.03159,0.134,471.65972,1.484,14.773,1.318,0.135,0.8,1778,719,5956,4.31,0.217,1.09,1.21,0,4.67
269,HAT-P-54,HAT-P-54 b,2015,3.799847,0.04117,0.074,241.5508,0.76,10.581,0.944,0.097,1.118,818,144.25,4390,4.67,-0.902,0.65,0.62,-0.127,3.9
270,HAT-P-55,HAT-P-55 b,2015,3.5852467,0.04604,0.139,184.97706,0.582,13.249,1.182,0.121,0.435,1313,480,5808,4.43,0.064,1.01,1.01,-0.03,4.2
271,HAT-P-56,HAT-P-56 b,2015,2.79083,0.0423,0.29,734.1873,2.31,16.926,1.51,0.155,0.75,1840,323.5,6566,3.39,0.553,1.42,1.47,0,2.01
272,HAT-P-57,HAT-P-57 b,2015,2.4653,0.0406,0,448.1403,1.41,19.504,1.74,0.179,0.332,2200,282.08,6330,4.25,0.593,2.77,1.85,-0.25,1
273,HAT-P-6,HAT-P-6 b,2007,3.85298,0.05239,0,419.5356,1.32,16.589,1.48,0.152,0.558,1675,277.5,6570,4.22,0.627,1.79,1.62,-0.13,2.3
274,HAT-P-65,HAT-P-65 b,2016,2.6054552,0.03951,0.304,167.49641,0.527,21.185,1.89,0.194,0.096,1930,841,5835,3.98,0.555,1.21,1.86,0.1,5.46
275,HAT-P-66,HAT-P-66 b,2016,2.972086,0.04363,0.09,248.86089,0.783,17.822,1.59,0.163,0.242,1896,927,6002,3.99,0.615,1.25,1.88,0.035,4.66
276,HAT-P-67,HAT-P-67 b,2017,4.8101025,0.06505,0,108.0622,0.34,23.371,2.085,0.214,0.052,1903,320,6406,3.85,0.939,1.64,2.55,-0.08,1.24
277,HAT-P-69,HAT-P-69 b,2019,4.7869491,0.06555,0,1137.8314,3.58,18.786,1.676,0.172,1.02,1930,343.9,7394,4.11,1,1.65,1.93,-0.069,1.27
278,HAT-P-7,HAT-P-7 b,2008,2.20474,0.03676,0,584.8072,1.84,16.926,1.51,0.155,0.712,2733,344.46,6389,4.07,0.791,1.56,2,0.26,2.07
279,HAT-P-70,HAT-P-70 b,2019,2.74432452,0.04739,0,2154.8874,6.78,20.961,1.87,0.192,1.54,2562,329,8450,4.18,1.223,1.89,1.86,-0.059,0.6
280,HAT-P-8,HAT-P-8 b,2008,3.07634,0.04496,0,406.8224,1.28,15.693,1.4,0.144,0.568,1700,212.84,6200,4.15,0.464,1.27,1.57,0.01,3.4
281,HAT-P-9,HAT-P-9 b,2008,3.92281072,0.05287,0.084,238.05467,0.749,15.614,1.393,0.143,0.342,1540,480,6350,4.29,0.418,1.28,1.34,0.12,1.6
282,HATS-1,HATS-1 b,2012,3.446459,0.0444,0.12,589.55,1.855,14.594,1.302,0.134,1.03,1359,303,5870,,0.041,0.99,1.04,0.06,6
283,HATS-10,HATS-10 b,2015,3.312846,0.04491,0.501,167.17858,0.526,10.862,0.969,0.1,0.7,1407,496,5880,4.39,0.117,1.1,1.1,0.15,3.3
284,HATS-11,HATS-11 b,2016,3.619188,0.0507,0.34,263.7989,0.83,18.03,1.609,0.165,0.315,1596,967.34,6563,4.19,0.316,1.33,1.54,0.03,7.7
285,HATS-12,HATS-12 b,2016,3.142702,0.0441,0.085,759.6137,2.39,7.76,0.692,0.071,1.12,1446,512.41,6357,4.36,-0.06,1.16,1.17,-0.1,2.36
286,HATS-13,HATS-13 b,2015,3.0440499,0.04057,0.181,172.58169,0.543,13.585,1.212,0.124,0.377,1244,476,5523,4.52,-0.321,0.96,0.89,0.05,2.5
287,HATS-14,HATS-14 b,2015,2.7667641,0.03815,0.142,340.39593,1.071,11.646,1.039,0.107,1.191,1276,513,5346,4.48,-0.173,0.97,0.93,0.33,4.9
288,HATS-15,HATS-15 b,2016,1.74748753,0.02712,0.126,689.6911,2.17,12.386,1.105,0.114,1.97,1505,689,5311,4.45,-0.204,0.87,0.92,0,11
289,HATS-16,HATS-16 b,2016,2.686502,0.03744,0,1039.3041,3.27,14.572,1.3,0.134,1.86,1592,774,5738,4.24,0.173,0.97,1.24,-0.1,9.5
290,HATS-17,HATS-17 b,2016,16.254611,0.1308,0.029,425.25654,1.338,8.709,0.777,0.08,3.5,814,339,5846,4.42,0.093,1.13,1.09,0.3,2.1
291,HATS-18,HATS-18 b,2016,0.83784,0.0174,0.166,629.14449,1.9795,14.897,1.329,0.137,1.1169,2069,645,5600,4.44,-0.059,1.04,1.02,0.28,4.2
292,HATS-2,HATS-2 b,2013,1.354133,0.023,0,427.463,1.345,13.092,1.168,0.12,1.05,1577,360,5227,4.48,-0.268,0.88,0.9,0.15,9.7
293,HATS-22,HATS-22 b,2017,4.7228124,0.05025,0.079,870.8542,2.74,10.682,0.953,0.098,3.89,858,207.9,4803,4.64,-0.646,0.76,0.69,0,
294,HATS-23,HATS-23 b,2017,2.1605156,0.03397,0.114,467.2101,1.47,20.849,1.86,0.191,0.29,1654,747,5780,4.33,0.155,1.12,1.2,0.28,4.2
295,HATS-24,HATS-24 b,2017,1.3484978,0.0238,0,718.2958,2.26,15.637,1.395,0.143,1.03,2166,510,6125,4.37,0.19,1.07,1.12,-0.229,3.7
296,HATS-25,HATS-25 b,2016,4.2986432,0.05163,0.176,194.82979,0.613,14.123,1.26,0.129,0.38,1277,466,5715,4.35,0.068,0.99,1.11,0.02,7.5
297,HATS-26,HATS-26 b,2016,3.3023881,0.04735,0.245,206.5895,0.65,19.616,1.75,0.18,0.153,1918,907,6071,3.94,0.704,1.3,2.04,-0.02,4.04
298,HATS-27,HATS-27 b,2016,4.637038,0.0611,0.581,168.4499,0.53,16.814,1.5,0.154,0.18,1659,840,6438,4.11,0.669,1.42,1.74,0.09,2.3
299,HATS-28,HATS-28 b,2016,3.1810781,0.04131,0.202,213.58176,0.672,13.384,1.194,0.123,0.48,1253,521,5498,4.48,-0.157,0.93,0.92,0.01,6.2
300,HATS-29,HATS-29 b,2016,4.6058749,0.05475,0.158,207.54299,0.653,14.022,1.251,0.129,0.411,1212,351,5670,4.39,0.029,1.03,1.07,0.16,5.5
301,HATS-3,HATS-3 b,2013,3.547851,0.0485,0,340.382,1.071,15.48,1.381,0.142,0.51,1648,453,6351,4.22,0.456,1.21,1.4,-0.157,3.2
302,HATS-30,HATS-30 b,2016,3.1743516,0.04354,0.096,224.38798,0.706,13.171,1.175,0.121,0.543,1414,339,5943,4.42,0.097,1.09,1.06,0.06,2.3
