hostname,letter,name,discmethod,disc,orbper,bmasse,rade,dens,ra,dec,dist,optmag,optmagband,nirmag,nirmagerr,teff,logg,lum,mass,rad,age
K2-58,d,K2-58 d,Transit,2016,22.8827,3.57,1.71,3.92,333.821808,-14.049808,182.69,12.378,V (Johnson),10.215,0.021,5413,4.52,-0.412,0.89,0.86,
K2-59,b,K2-59 b,Transit,2016,20.6921,6.39,2.41,2.51,338.942352,-14.027745,314.09,14.226,V (Johnson),11.838,0.023,5055,4.59,-0.66,0.77,0.73,
K2-59,c,K2-59 c,Transit,2016,11.2954,5.9,2.3,2.66,338.942352,-14.027745,314.09,14.226,V (Johnson),11.838,0.023,5055,4.59,-0.66,0.77,0.73,
K2-6,b,K2-6 b,Transit,2015,30.94191,6.8,2.5,2.39,178.192261,-1.198477,319.59,12.654,V (Johnson),11.069,0.02,5850,4.4,-0.12,0.97,0.96,
K2-60,b,K2-60 b,Transit,2016,3.00265,135.39558,7.656,1.7,338.606171,-13.731702,498.7,12.789,V (Johnson),10.993,0.021,5500,4.07,0.24,0.97,1.12,10
K2-61,b,K2-61 b,Transit,2016,2.57302,6.71,2.48,2.42,339.674744,-13.560024,410.35,12.991,V (Johnson),11.385,0.024,6293,4.25,-0.036,1.21,1.36,
K2-62,b,K2-62 b,Transit,2016,6.67202,5.22,2.14,2.93,334.364166,-12.187498,112.83,12.397,V (Johnson),9.688,0.023,4880,4.6,-0.781,0.77,0.73,
K2-62,c,K2-62 c,Transit,2016,16.1966,5.22,2.14,2.93,334.364166,-12.187498,112.83,12.397,V (Johnson),9.688,0.023,4880,4.6,-0.781,0.77,0.73,
K2-63,b,K2-63 b,Transit,2016,20.257,10.5,3.22,1.73,333.426666,-12.066374,524.41,12.876,V (Johnson),11.274,0.022,6771,4.15,0.219,1.4,1.63,
K2-63,c,K2-63 c,Transit,2016,25.4556,14.5,3.9,1.34,333.426666,-12.066374,524.41,12.876,V (Johnson),11.274,0.022,6771,4.15,0.219,1.4,1.63,
K2-64,b,K2-64 b,Transit,2016,6.53044,4.94,2.07,3.06,332.413605,-11.428742,506.87,14.086,V (Johnson),12.201,0.025,5312,4.58,-0.265,0.74,0.73,
K2-65,b,K2-65 b,Transit,2016,12.6475,3.12,1.58,4.35,333.211761,-10.925379,78.06,10.801,V (Johnson),8.344,0.024,5213,4.53,-0.328,0.87,0.84,
K2-66,b,K2-66 b,Transit,2016,5.06963,21.3,2.49,7.8,331.526703,-10.711549,520.43,11.71,V (Johnson),10.609,0.021,5887,4.03,0.506,1.11,1.67,
K2-68,b,K2-68 b,Transit,2016,8.05428,3.12,1.58,4.35,334.019775,-10.567318,169.47,12.977,V (Johnson),10.53,0.019,4746,4.63,-0.673,0.73,0.68,
K2-69,b,K2-69 b,Transit,2016,7.06599,5.99,2.32,2.64,335.759552,-10.48858,181.63,15.057,G (Gaia),11.766,0.024,4127,4.79,-1.2,0.55,0.49,
K2-7,b,K2-7 b,Transit,2015,28.67992,7.61,2.67,2.2,167.093765,-1.065755,754.64,13.213,V (Johnson),11.564,0.021,5772,3.82,0.405,0.97,0.96,
K2-70,b,K2-70 b,Transit,2016,13.97896,8.7,2.89,1.98,338.4758,-10.084946,234.47,12.989,V (Johnson),10.853,0.021,5622,4.48,-0.457,0.94,0.93,
K2-71,b,K2-71 b,Transit,2016,6.98541,5.27,2.15,2.91,341.724426,-9.881619,153.86,15.189,G (Gaia),11.732,0.026,4006,4.85,-1.38,0.48,0.43,
K2-72,b,K2-72 b,Transit,2016,5.577212,1.28,1.08,5.58,334.621979,-9.612382,66.56,15.309,V (Johnson),10.962,0.021,3360.47,5.05,-1.9,0.27,0.33,
K2-72,c,K2-72 c,Transit,2016,15.189034,1.65,1.16,5.81,334.621979,-9.612382,66.56,15.309,V (Johnson),10.962,0.021,3360.47,5.05,-1.9,0.27,0.33,
K2-72,d,K2-72 d,Transit,2016,7.760178,1.01,1.01,5.39,334.621979,-9.612382,66.56,15.309,V (Johnson),10.962,0.021,3360.47,5.05,-1.9,0.27,0.33,
K2-72,e,K2-72 e,Transit,2016,24.158868,2.21,1.29,5.66,334.621979,-9.612382,66.56,15.309,V (Johnson),10.962,0.021,3360.47,5.05,-1.9,0.27,0.33,
K2-73,b,K2-73 b,Transit,2016,7.49543,6.57,2.45,2.45,335.025482,-9.056093,271.27,11.345,V (Johnson),10.322,0.021,5922,4.41,0.054,1.05,1.06,
K2-74,b,K2-74 b,Transit,2016,19.5666,5.95,2.31,2.65,339.919342,-8.714505,381.85,12.588,V (Johnson),11.068,0.019,6060,4.44,0.06,0.96,0.98,
K2-75,b,K2-75 b,Transit,2016,7.8142,7.61,2.67,2.2,338.844849,-7.469853,570.86,12.701,V (Johnson),11.178,0.019,5995,4.12,0.349,1.16,1.56,
K2-75,c,K2-75 c,Transit,2016,18.311,8.1,2.77,2.09,338.844849,-7.469853,570.86,12.701,V (Johnson),11.178,0.019,5995,4.12,0.349,1.16,1.56,
K2-77,b,K2-77 b,Transit,2016,8.199796,603.877,2.3,,55.228428,12.572612,142.31,12.158,V (Johnson),9.799,0.018,4970,4.47,-0.5,0.8,0.76,0.85
K2-79,b,K2-79 b,Transit,2016,10.99573,13.2,3.69,1.44,55.255905,13.519372,257.9,12.075,V (Johnson),9.907,0.018,5926,4.25,0.018,1.06,1.28,
K2-8,b,K2-8 b,Transit,2015,10.35239,12.5,3.58,1.5,169.793671,-0.284375,407.93,14.61,V (Johnson),12.245,0.03,4870,4.52,-0.583,0.78,0.74,
K2-8,c,K2-8 c,Transit,2016,5.06416,6.39,2.41,2.51,169.793671,-0.284375,407.93,14.61,V (Johnson),12.245,0.03,4870,4.52,-0.583,0.78,0.74,
K2-80,b,K2-80 b,Transit,2016,19.0918,4.7,2.01,3.18,59.037487,13.559289,201.96,12.626,V (Johnson),10.313,0.017,5441,4.52,-0.432,0.9,0.87,
K2-80,c,K2-80 c,Transit,2016,5.605,2.76,1.47,4.77,59.037487,13.559289,201.96,12.626,V (Johnson),10.313,0.017,5441,4.52,-0.432,0.9,0.87,
K2-80,d,K2-80 d,Transit,2018,28.867253,7.04,2.552,2.33,59.037487,13.559289,201.96,12.626,V (Johnson),10.313,0.017,5441,4.52,-0.432,0.9,0.87,
K2-81,b,K2-81 b,Transit,2016,6.102325,4.54,1.97,3.26,57.485489,14.5022,254.14,14.364,V (Johnson),11.316,0.019,4674.13,4.67,-0.761,0.75,0.63,
K2-83,b,K2-83 b,Transit,2016,2.74697,2.08,1.244,5.94,59.901562,15.558886,125.98,14.514,V (Johnson),10.765,0.018,3910,4.86,-1.42,0.48,0.42,
K2-83,c,K2-83 c,Transit,2016,9.99767,2.8,1.483,4.72,59.901562,15.558886,125.98,14.514,V (Johnson),10.765,0.018,3910,4.86,-1.42,0.48,0.42,
K2-84,b,K2-84 b,Transit,2016,6.4215,6.39,2.41,2.51,55.809273,16.634548,287.23,13.443,V (Johnson),11.059,0.02,5652,4.48,-0.423,0.95,0.93,
K2-84,c,K2-84 c,Transit,2016,27.86,4.78,2.03,3.14,55.809273,16.634548,287.23,13.443,V (Johnson),11.059,0.02,5652,4.48,-0.423,0.95,0.93,
K2-85,b,K2-85 b,Transit,2016,0.684533,1.01,1.01,5.39,59.464394,18.465254,97.49,12.831,V (Johnson),9.466,0.018,4268,4.78,-0.837,0.57,0.51,
K2-86,b,K2-86 b,Transit,2016,8.77683,4.5,1.96,3.28,51.552799,18.635616,260.61,13.167,V (Johnson),10.927,0.019,5482,4.58,-0.386,0.79,0.76,
K2-87,b,K2-87 b,Transit,2016,9.726618,44.9,7.6,0.562,66.236221,18.827417,503.6,14.134,V (Johnson),11.197,0.019,5747,4.21,-0.098,1.16,1.4,
K2-88,b,K2-88 b,Transit,2016,4.6122,2.04,1.23,6.02,54.751598,19.120178,110.91,15.476,V (Johnson),11.24,0.016,3537,5.02,-2.03,0.26,0.26,
K2-89,b,K2-89 b,Transit,2016,1.096026,0.17,0.615,4.02,57.066715,20.459639,86.25,14.162,V (Johnson),10.106,0.018,3691,4.96,-1.77,0.35,0.32,
K2-9,b,K2-9 b,Transit,2015,18.4498,5.69,2.25,2.74,176.264465,0.005301,83.16,15.63,V (Johnson),11.495,0.023,3390,4.82,-1.921,0.3,0.31,1
K2-90,b,K2-90 b,Transit,2016,13.733314,7.27,2.6,2.27,59.152405,22.472631,134.9,13.855,V (Johnson),10.36,0.02,4484,4.65,-0.968,0.63,0.62,
K2-90,c,K2-90 c,Transit,2016,2.900706,2.24,1.3,5.6,59.152405,22.472631,134.9,13.855,V (Johnson),10.36,0.02,4484,4.65,-0.968,0.63,0.62,
K2-91,b,K2-91 b,Transit,2016,1.419549,1.37,1.1,5.66,63.218063,24.205112,62.69,15.572,V (Johnson),10.571,0.021,3622,5,-1.9,0.29,0.28,
K2-95,b,K2-95 b,Transit,2016,10.134016,14.3,3.88,1.35,129.362747,18.976685,180.63,16.084,G (Gaia),12.474,0.021,3548,4.84,-1.635,0.44,0.42,0.79
K2-97,b,K2-97 b,Transit,2016,8.406726,152.5584,10.61,0.702,127.762833,10.847586,869.76,12.611,V (Johnson),10.035,0.021,4717,3.22,0.919,1.2,4.47,7.8
K2-98,b,K2-98 b,Transit,2016,10.136448,32.2,5.2,2.15,126.488289,11.511145,526.31,12.166,V (Johnson),10.869,0.028,6172,4.13,0.489,1.2,1.57,5.2
K2-99,b,K2-99 b,Transit,2016,18.251985,308.2951,11.73,1.05,208.773743,-5.442466,522.29,11.149,V (Johnson),9.72,0.021,6217,3.81,0.931,1.63,2.63,2.4
KELT-1,b,KELT-1 b,Transit,2012,1.217514,8654.15,12.442,24.7,0.362142,39.383808,262,10.701,V (Johnson),9.437,0.019,6518,,0.542,1.32,1.46,
KELT-10,b,KELT-10 b,Transit,2016,4.1662739,215.80657,15.681,0.308,284.548373,-47.003242,183,10.854,V (Johnson),9.338,0.021,5948,4.32,0.217,1.11,1.21,4.5
KELT-11,b,KELT-11 b,Transit,2017,4.7361,54.34893,15.132,0.093,161.70726,-9.399025,99.44,8.04,V (Johnson),6.122,0.018,5375,3.7,0.753,1.44,2.69,
KELT-12,b,KELT-12 b,Transit,2017,5.031623,301.9385,19.952,0.209,267.640503,36.570232,360,10.59,V (Johnson),9.362,0.014,6279,3.89,0.892,1.59,2.37,2.2
KELT-14,b,KELT-14 b,Transit,2016,1.7100566,408.09372,19.537,0.322,108.301485,-42.409744,266,11,V (Johnson),9.424,0.021,5720,4.17,0.344,1.24,1.52,5.11
KELT-15,b,KELT-15 b,Transit,2016,3.32944,416.3573,19.504,0.36,117.415037,-52.120453,327.74,11.189,V (Johnson),9.854,0.024,6003,4.17,0.47,2.06,1.78,
KELT-16,b,KELT-16 b,Transit,2017,0.9689951,874.0325,15.861,1.2,314.268494,31.661034,450.28,11.898,V (Johnson),10.642,0.013,6236,4.25,0.401,1.21,1.36,3.1
KELT-17,b,KELT-17 b,Transit,2016,3.0801716,416.3573,17.094,0.46,125.617523,13.735319,210,9.286,V (Johnson),8.646,0.016,7454,4.22,0.876,1.64,1.65,0.65
KELT-18,b,KELT-18 b,Transit,2017,2.8717518,375.0394,17.598,0.377,216.524017,59.444275,311,10.117,V (Johnson),9.21,0.02,6670,4.06,0.813,1.52,1.91,1.9
KELT-19 A,b,KELT-19 A b,Transit,2017,4.6117093,1293.5681,21.409,0.744,111.509499,7.615806,302.8,9.885,V (Johnson),9.196,0.02,7500,4.13,0.978,1.62,1.83,
KELT-2 A,b,KELT-2 A b,Transit,2012,4.11379,540.311,15.132,0.91,92.663948,30.957144,134.57,8.713,V (Johnson),7.346,0.031,6327,4.5,0.689,1.54,1.93,3.97
KELT-20,b,KELT-20 b,Transit,2017,3.4741085,1074.90106,19.515,0.806,294.661407,31.219225,139.7,7.58,V (Johnson),7.415,0.017,8720,4.29,1.104,1.76,1.56,0.6
KELT-21,b,KELT-21 b,Transit,2018,3.6127647,1242.7153,17.777,1.24,304.800049,32.581039,415,10.541,G (Gaia),10.09,0.014,7598,4.17,0.905,1.46,1.64,1.6
KELT-23 A,b,KELT-23 A b,Transit,2019,2.255251,298.12454,14.83,0.503,232.146636,66.358762,125.42,10.253,V (Johnson),8.904,,5899,4.42,0.034,0.94,1,6.4
KELT-24,b,KELT-24 b,Transit,2019,5.5514926,1646.3594,14.258,3.13,161.90979,71.655876,96.03,8.332,V (Johnson),7.154,0.021,6509,4.25,0.565,1.46,1.51,0.78
KELT-3,b,KELT-3 b,Transit,2013,2.70339,616.5902,17.486,0.75,148.643324,40.388069,211.35,9.873,V (Johnson),8.662,0.017,6304,4.2,0.608,1.96,1.7,3
KELT-4 A,b,KELT-4 A b,Transit,2016,2.9895932,286.68266,19.044,0.228,157.062546,25.573189,210,9.98,V (Johnson),8.689,0.02,6206,4.11,0.535,1.2,1.6,4.44
KELT-6,b,KELT-6 b,Transit,2014,7.8457,165.2716,14.572,0.311,195.981868,30.640051,242.39,10.418,V (Johnson),9.083,0.014,6102,4.07,0.555,1.42,1.73,6.1
KELT-6,c,KELT-6 c,Radial Velocity,2015,1276,1179.1493,13,2.95,195.981868,30.640051,242.39,10.418,V (Johnson),9.083,0.014,6102,4.07,0.555,1.42,1.73,6.1
KELT-7,b,KELT-7 b,Transit,2015,2.73477,441.7837,17.934,0.442,78.295532,33.318165,137.21,8.54,V (Johnson),7.543,0.026,6768,4.5,0.757,1.76,1.81,1.3
KELT-8,b,KELT-8 b,Transit,2015,3.24406,209.7678,18.159,0.167,283.30551,24.12738,198.7,10.833,V (Johnson),9.177,0.019,5754,4.08,0.213,0.81,1.46,5.4
KELT-9,b,KELT-9 b,Transit,2017,1.4811235,915.3504,21.196,0.53,307.859802,39.938828,205.65,7.55,V (Johnson),7.482,0.02,10170,4.09,1.724,2.52,2.36,0.3
KIC 10001893,b,KIC 10001893 b,Orbital Brightness Modulation,2014,0.2197,,,,287.389188,46.984489,1758.47,15.711,G (Gaia),16.612,,27500,5.35,3.54,,2.58,
KIC 10001893,c,KIC 10001893 c,Orbital Brightness Modulation,2014,0.32528,,,,287.389188,46.984489,1758.47,15.711,G (Gaia),16.612,,27500,5.35,3.54,,2.58,
KIC 10001893,d,KIC 10001893 d,Orbital Brightness Modulation,2014,0.81161,,,,287.389188,46.984489,1758.47,15.711,G (Gaia),16.612,,27500,5.35,3.54,,2.58,
KIC 10525077,b,KIC 10525077 b,Transit,2015,854.083,25.9,5.5,0.855,287.378077,47.771187,1525.31,15.304,G (Gaia),13.754,0.046,6091,4.42,0.129,1.01,1.01,
KIC 3558849,b,KIC 3558849 b,Transit,2015,1322.3,38.1,6.9,0.637,294.949847,38.605197,1258.75,14.167,G (Gaia),12.767,0.027,6175,4.44,0.405,0.98,1.01,
KIC 5095269,b,KIC 5095269 b,Eclipse Timing Variations,2017,237.68977,2445.06619,12.6,6.72,290.551942,40.235027,1230.6,13.439,G (Gaia),12.215,0.024,6298.5,4.32,0.668,1.21,1.81,
KIC 5437945,b,KIC 5437945 b,Transit,2015,440.7813,33.6,6.4,0.704,288.474857,40.651357,1322.48,13.751,G (Gaia),12.367,0.027,6340,4.16,0.612,1.07,1.24,3.16
KIC 5951458,b,KIC 5951458 b,Transit,2015,1320.1,35.4,6.6,0.677,288.991582,41.223038,758.78,12.688,G (Gaia),11.324,0.02,6258,4.08,0.556,0.98,1.52,
KIC 7917485,b,KIC 7917485 b,Pulsation Timing Variations,2016,840,3750.394,12.4,10.8,299.434592,43.632622,1439.31,13.2,V (Johnson),12.111,0.018,7067,4,0.996,1.63,2.01,
KOI-7892,b,KIC 8540376 b,Transit,2015,31.8099,15.8,4.1,1.26,282.37753,44.694592,1106.37,14.217,G (Gaia),12.966,0.023,6474,4.31,0.265,1.04,1.26,
KOI-7892,c,KIC 8540376 c,Transit,2015,75.2,6.35,2.4,2.52,282.37753,44.694592,1106.37,14.217,G (Gaia),12.966,0.023,6474,4.31,0.265,1.04,1.26,
KIC 9663113,b,KIC 9663113 b,Transit,2015,572.3847,19.2,4.6,1.08,297.045421,46.328701,1670.88,13.907,G (Gaia),12.502,0.023,6065,4.42,0.755,0.98,1.03,
KMT-2016-BLG-0212L,b,KMT-2016-BLG-0212L b,Microlensing,2018,,5720.94,12.2,17.3,268.43925,-29.086889,6300,,,,,,,,0.48,,
KMT-2016-BLG-1107L,b,KMT-2016-BLG-1107L b,Microlensing,2019,,1043.43589,13.1,2.55,266.41775,-26.0318,6651,,,,,,,,0.09,,
KMT-2016-BLG-1397L,b,KMT-2016-BLG-1397L b,Microlensing,2018,,2224.81,12.7,5.97,272.664612,-24.857738,6600,,,,,,,,0.45,,
KMT-2016-BLG-1820L,b,KMT-2016-BLG-1820L b,Microlensing,2018,,1452.4831,12.9,3.72,268.76474,-29.51692,6260,,,,,,,,0.04,,
KMT-2016-BLG-2142L,b,KMT-2016-BLG-2142L b,Microlensing,2018,,4923.1867,12.2,14.9,268.112,-29.384562,7010,,,,,,,,0.07,,
KMT-2017-BLG-0165L,b,KMT-2017-BLG-0165L b,Microlensing,2018,,34,6.45,0.696,269.649667,-28.133669,4530,,,,,,,,0.76,,
KMT-2017-BLG-1038L,b,KMT-2017-BLG-1038L b,Microlensing,2019,,635.66,13.4,1.45,266.170917,-25.143031,6000,,,,,,,,0.37,,
KMT-2017-BLG-1146L,b,KMT-2017-BLG-1146L b,Microlensing,2019,,225.6593,14,0.452,269.105833,-33.142469,6500,,,,,,,,0.33,,
KMT-2018-BLG-1990L,b,KMT-2018-BLG-1990L b,Microlensing,2019,,110.60484,12.9,0.283,268.435375,-22.152539,967,,,,,,,,0.09,,
KOI-12,b,KOI-12 b,Transit,2015,17.855182,349.613,13.787,0.733,297.453731,41.010991,403.99,11.253,G (Gaia),10.234,0.018,6466.33,4.34,0.574,1.5,1.4,1.45
KOI-1257,b,KOI-1257 b,Transit,2014,86.647661,460.83,10.54,2.1,291.22518,44.927383,900,14.867,V (Johnson),12.726,0.022,5520,4.32,0.029,0.99,1.13,9.3
KOI-13,b,KOI-13 b,Transit,2011,1.763588,2949.4624,16.948,3.6,286.971199,46.868362,415,9.958,Kepler-band,9.425,0.014,7650,4.2,0.971,1.72,1.74,1.12
KOI-142,b,KOI-142 b,Transit,2013,10.95416,8.7,3.78,0.87,291.148088,40.669407,339,13.11,V (Johnson),11.454,0.019,5471,4.53,-0.223,0.96,0.88,2.2
KOI-142,c,KOI-142 c,Transit Timing Variations,2013,22.3395,198.8,14.1,0.39,291.148088,40.669407,339,13.11,V (Johnson),11.454,0.019,5471,4.53,-0.223,0.96,0.88,2.2
KOI-1599,c,KOI-1599.01,Transit,2019,20.4415,4.6,1.9,3.69,298.373847,40.618421,1168.99,14.854,G (Gaia),13.238,0.031,5370,4.45,0.082,1.02,0.97,
KOI-1599,b,KOI-1599.02,Transit,2019,13.6088,9,1.9,7.21,298.373847,40.618421,1168.99,14.854,G (Gaia),13.238,0.031,5370,4.45,0.082,1.02,0.97,
KOI-217,b,KOI-217 b,Transit,2010,3.90512,,12.442,,294.865505,46.285854,800,15.101,G (Gaia),13.469,0.04,5545,4.53,-0.209,0.95,0.86,1.7
KOI-351,b,KOI-351 b,Transit,2013,7.008151,2.27,1.31,5.55,284.433492,49.305161,780,13.74,G (Gaia),12.482,0.024,6080,4.4,0.25,1.2,1.2,
KOI-351,c,KOI-351 c,Transit,2013,8.719375,1.81,1.19,5.9,284.433492,49.305161,780,13.74,G (Gaia),12.482,0.024,6080,4.4,0.25,1.2,1.2,
KOI-351,d,KOI-351 d,Transit,2013,59.73667,8.6,2.87,2,284.433492,49.305161,780,13.74,G (Gaia),12.482,0.024,6080,4.4,0.25,1.2,1.2,
KOI-351,e,KOI-351 e,Transit,2013,91.93913,7.56,2.66,2.21,284.433492,49.305161,780,13.74,G (Gaia),12.482,0.024,6080,4.4,0.25,1.2,1.2,
KOI-351,f,KOI-351 f,Transit,2013,124.9144,8.65,2.88,1.99,284.433492,49.305161,780,13.74,G (Gaia),12.482,0.024,6080,4.4,0.25,1.2,1.2,
KOI-351,g,KOI-351 g,Transit,2013,210.60697,254.264,8.1,,284.433492,49.305161,780,13.74,G (Gaia),12.482,0.024,6080,4.4,0.25,1.2,1.2,
KOI-351,h,KOI-351 h,Transit,2013,331.60059,381.396,11.3,,284.433492,49.305161,780,13.74,G (Gaia),12.482,0.024,6080,4.4,0.25,1.2,1.2,
KOI-3680,b,KOI-3680 b,Transit,2018,141.241671,613.4119,11.097,2.46,293.281566,45.309677,946.59,14.77,V (Johnson),13.101,0.039,5830,4.47,0.033,1.01,0.96,3.2
KOI-55,b,KOI-55 b,Orbital Brightness Modulation,2011,0.240104,0.44,0.759,5.53,296.356105,41.092755,1180,14.87,V (Johnson),15.495,,27730,5.52,1.36,0.5,0.2,
KOI-55,c,KOI-55 c,Orbital Brightness Modulation,2011,0.342887,0.655,0.867,5.52,296.356105,41.092755,1180,14.87,V (Johnson),15.495,,27730,5.52,1.36,0.5,0.2,
KOI-94,b,KOI-94 b,Transit,2013,3.743208,10.5,1.71,10.1,297.333057,41.891117,483.65,12.188,G (Gaia),10.926,0.019,6182,4.18,0.479,1.28,1.52,3.16
KOI-94,c,KOI-94 c,Transit,2013,10.423648,15.6,4.32,0.91,297.333057,41.891117,483.65,12.188,G (Gaia),10.926,0.019,6182,4.18,0.479,1.28,1.52,3.16
KOI-94,d,KOI-94 d,Transit,2013,22.342989,106,11.27,0.363,297.333057,41.891117,483.65,12.188,G (Gaia),10.926,0.019,6182,4.18,0.479,1.28,1.52,3.16
KOI-94,e,KOI-94 e,Transit,2013,54.32031,35,6.56,0.6,297.333057,41.891117,483.65,12.188,G (Gaia),10.926,0.019,6182,4.18,0.479,1.28,1.52,3.16
KPS-1,b,KPS-1 b,Transit,2018,1.706291,346.4347,11.545,1.31,165.167404,64.96402,264.69,13.033,V (Johnson),10.931,0.015,5165,4.47,-0.353,0.89,0.91,
Kapteyn,c,Kapteyn c,Radial Velocity,2014,121.54,7,2.54,2.35,77.91909,-45.018414,3.93,8.845,V (Johnson),5.049,0.021,3550,,-2,0.28,0.29,
Kepler-10,b,Kepler-10 b,Transit,2011,0.837491,4.60853,1.481,8,285.679394,50.241299,186.5,10.94,V (Johnson),9.496,0.021,5627,4.35,0.053,0.91,1.06,9.12
Kepler-10,c,Kepler-10 c,Transit,2011,45.294301,17.2,2.35,7.1,285.679394,50.241299,186.5,10.94,V (Johnson),9.496,0.021,5627,4.35,0.053,0.91,1.06,9.12
Kepler-100,b,Kepler-100 b,Transit,2014,6.88705,7.34,1.32,14.25,291.385979,41.990273,307.34,11.129,G (Gaia),9.768,0.014,5825,4.12,0.4,1.08,1.49,6.46
Kepler-100,c,Kepler-100 c,Transit,2014,12.8159,7.05,2.2,,291.385979,41.990273,307.34,11.129,G (Gaia),9.768,0.014,5825,4.12,0.4,1.08,1.49,6.46
Kepler-100,d,Kepler-100 d,Transit,2014,35.3331,3,1.61,,291.385979,41.990273,307.34,11.129,G (Gaia),9.768,0.014,5825,4.12,0.4,1.08,1.49,6.46
Kepler-1000,b,Kepler-1000 b,Transit,2016,120.0181272,20.3,4.76,1.03,286.685523,47.098221,925,13.192,G (Gaia),12.094,0.018,6453,4.23,0.709,1.4,1.51,1.26
Kepler-1001,b,Kepler-1001 b,Transit,2016,14.30511983,10.1,3.15,1.78,286.273871,48.618706,1009,15.33,G (Gaia),13.662,0.043,5491,4.52,-0.283,0.9,0.88,4.68
Kepler-1002,b,Kepler-1002 b,Transit,2016,4.33642933,3.57,1.71,3.92,293.079495,43.073715,425,11.647,G (Gaia),10.374,0.021,6144,4.13,0.501,1.22,1.57,4.07
Kepler-1003,b,Kepler-1003 b,Transit,2016,3.55485691,3.82,1.78,3.72,292.020456,44.876217,873,14.023,G (Gaia),12.623,0.028,6109,4.35,0.234,1.11,1.17,3.16
Kepler-1004,b,Kepler-1004 b,Transit,2016,5.28789787,32.5,6.28,0.721,297.359299,49.79755,1080,13.4,G (Gaia),11.06,0.014,4972,3.43,0.713,1.11,3.39,7.76
Kepler-1005,b,Kepler-1005 b,Transit,2016,6.49801525,2.86,1.5,4.66,286.286014,43.320461,515,13.184,G (Gaia),11.718,0.014,5782,4.38,0.121,1,1.06,6.17
Kepler-1006,b,Kepler-1006 b,Transit,2016,19.76172042,2.99,1.54,4.5,295.754127,42.537476,496,14.563,Kepler-band,12.502,0.024,5328,4.59,-0.4,0.78,0.74,4.27
Kepler-1007,b,Kepler-1007 b,Transit,2016,5.18500207,2.67,1.44,4.91,295.906552,45.80912,365,14.735,G (Gaia),12.224,0.016,4587,4.62,-0.568,0.73,0.7,4.17
Kepler-1008,b,Kepler-1008 b,Transit,2016,12.43931193,2.18,1.28,5.71,296.547525,44.941933,299,13.379,G (Gaia),11.378,0.012,5066,4.56,-0.518,0.81,0.78,6.76
Kepler-1009,b,Kepler-1009 b,Transit,2016,11.35011917,5.35,2.17,2.88,282.85993,42.665764,281,15.301,G (Gaia),12.347,0.023,4027,4.7,-0.893,0.59,0.57,3.16
Kepler-101,b,Kepler-101 b,Transit,2014,3.4876812,51.1,5.77,1.45,283.255489,48.355228,953.44,13.8,V (Johnson),12.011,0.02,5667,4.12,0.417,1.17,1.56,5.9
Kepler-101,c,Kepler-101 c,Transit,2014,6.02976,3.78,1.25,10.5,283.255489,48.355228,953.44,13.8,V (Johnson),12.011,0.02,5667,4.12,0.417,1.17,1.56,5.9
Kepler-1010,b,Kepler-1010 b,Transit,2016,34.2685705,5.99,2.32,2.64,289.192636,44.149326,610,14.687,G (Gaia),12.771,0.024,5253,4.55,-0.424,0.86,0.82,4.79
Kepler-1011,b,Kepler-1011 b,Transit,2016,5.75322197,8.6,2.87,2,297.401546,46.824001,860,15.203,G (Gaia),13.361,0.031,5416,4.52,-0.411,0.91,0.88,4.47
Kepler-1012,b,Kepler-1012 b,Transit,2016,5.50860439,2.21,1.29,5.66,289.29627,46.457954,420,13.315,G (Gaia),11.664,0.016,5556,4.5,-0.203,0.95,0.91,3.72
Kepler-1013,b,Kepler-1013 b,Transit,2016,18.93054959,5.27,2.15,2.91,290.248072,44.435242,433,14.408,G (Gaia),12.289,0.019,4954,4.59,-0.585,0.81,0.76,4.27
Kepler-1014,b,Kepler-1014 b,Transit,2016,16.57110363,6.3,2.39,2.54,285.122033,44.110603,672,14.627,G (Gaia),12.898,0.033,5388,4.54,-0.335,0.88,0.84,4.79
Kepler-1015,b,Kepler-1015 b,Transit,2016,16.00494214,12.3,3.55,1.51,292.75733,43.42691,932,12.759,G (Gaia),11.684,0.019,6769,4.09,0.515,1.49,1.81,1.58
Kepler-1016,b,Kepler-1016 b,Transit,2016,1.95452434,5.39,2.18,2.86,294.613645,45.984623,1239,15.319,G (Gaia),13.728,0.047,5821,4.44,0.085,0.99,1,3.89
Kepler-1016,c,Kepler-1016 c,Transit,2016,105.6551369,13.1,3.68,1.44,294.613645,45.984623,1239,15.319,G (Gaia),13.728,0.047,5821,4.44,0.085,0.99,1,3.89
Kepler-1017,b,Kepler-1017 b,Transit,2016,7.23400469,4.62,1.99,3.22,283.469362,40.132607,554,14.115,G (Gaia),12.396,0.03,5473,4.53,-0.241,0.93,0.87,2.95
Kepler-1018,b,Kepler-1018 b,Transit,2016,49.1013514,7.18,2.58,2.3,283.596696,45.407879,894,15.014,G (Gaia),13.373,0.043,5518,4.52,-0.086,0.91,0.88,4.47
Kepler-1019,b,Kepler-1019 b,Transit,2016,1.41122985,2.73,1.46,4.82,283.717526,47.204449,198,13.593,G (Gaia),11.003,0.017,4433,4.64,-0.857,0.7,0.67,3.55
Kepler-102,b,Kepler-102 b,Transit,2014,5.28696,4.3,0.47,,281.482749,47.208031,108.13,11.478,G (Gaia),9.351,0.011,4909,4.58,-0.553,0.81,0.76,4.07
